,textdata,seq_len,id,case_name,first_party,second_party,winner_label,timeline,decision_type
1253,"Cln's ""untry busness"" nco-clcult system  determnng t Stte's txble shre   multstte cpt's busness nco uthzes  deduct  nterest expense T system ever permts use  tht deduct ly  t extent tht t mount exceeds certn --stte nco rsng  t unrelted busness ctvty   dscrete busness enterprse Hunt-Wess Inc s  success n nterest   nmclry cpt tht ncurred nterest expense Cln dsllod  deduct  t expense nsr s t hd receved nuntry dvdend nd nterest nco Hunt-Wess chllenged t vldty  t dsllce T Cln Ct  Appel found t dsllce csttutl T Cln Sre Ct dened revew",798,54838,"Hunt-Wesson, Inc. v. Franchise Tax Board of California","Hunt-Wesson, Inc.",Franchise Tax Board of California,1,1999,majority opinion
1254,"Grce Olech sked t Vllge  Wllowbrook  cnect r property  t muncpl wter sply T Vllge cdted t cnect  Olech's grntng   33-foot esent Olech refused clmng tht t Vllge ly requred  15-foot esent  otr property ers seekng ccess  t wter sply Olech sued t Vllge clmng tht t Vllge's demnd  n ddtl 18-foot esent volted t Equl Protect Cluse  t Fteenth Andnt T Dstrct Ct dsmssed t cse  flure  stte  cognzble clm  t Equl Protect Cluse In reversng t Ct  Appels ld tht  plntff cn llege n equl protect volt  ssertng tht stte ct ws motvted lely   ""spteful eft  'get'   ress lly unrelted  ny legtmte stte objectve""",847,54839,Village of Willowbrook v. Olechon,Village of Willowbrook,Olechon,0,1999,per curiam
1255,Roger Reeves 57 nd Joe Oswlt n  md-thrtes re servss n dfferent Snders Plumbng Products Inc deprtnts Reeves' dutes ncluded mkng sure wkers   servs re  t nd t wk nd loggng  dt Reeves' deprtnt ws mnged  Russell Cldll 45  ws respsble  revewng Reeves' wk Cldll nd t compny's drect  mnufcturng Po Csnut tht product n Revees' deprtnt ws wn cuse employees re ten bsent comng n lte nd levng erly Csnut dered n udt whch reveled nurous tkeepng errs nd msrepresentts  Cldll Reeves nd Oswlt Csnut recomnded tht Reeves nd Cldll  fred nd subsequently tr employnt ws termnted Reeves fled sut llegng tht  hd en termnted cuse   ge n volt  t Age Dscrmnt n Employnt Act  1967 (ADEA) At trl Snders ctended tht Reeves ws fred cuse   flure  mntn ccurte ttendnce recds Reeves ttempted  demstrte tht t explnt ws  pretext  ge dscrmnt nd ntroduced evdence tht  hd ccurtely recded t ttendnce  employees   servs nd tht Csnut hd demstrted ge-relted ny wn delng wth  Ultmtely t cse nt   jury whch returned  verdct  Reeves In reversng t Ct  Appels ccluded tht Reeves hd not presented suffcent evdence  sustn  fndng  ge-bsed dscrmnt,1539,54840,"Reeves v. Sanderson Plumbing Products, Inc.",Reeves,"Sanderson Plumbing Products, Inc.",1,1999,majority opinion
1256,In 1997 Mr Ohler ws rrested nd chrged wth mptt  mrjun nd possess  mrjun wth t ntent  dstre fter  cusms nspect notced tht e hd tmpered wth e  Ohler's vn nter pnels nd dsced pproxmtely 81 pounds  mrjun Bee t trl t gnnt fled n lmne mots  dmt Ohler's pr fely cvct s chrcter evdence  Federl Rule  Evdence 404(b) nd s mpechnt evdence  Rule 609()(1) Al e t trl t Dstrct Ct dened t mot  dmt t cvct s chrcter evdence After t gnnng  t trl t ct ruled tht f Ohler testfed evdence  r pr cvct   dmssble  Rule 609()(1) Whle testfyng Ohler dmtted  drect exmnt tht s hd en cvcted  possess  thmptmne n 1993 Subsequently Ohler ws found gulty On ppel Ohler chllenged t Dstrct Ct's n lmne rulng llg t gnnt  use r pr cvct  mpechnt purposes In ffrmng t Ct  Appels ld tht Ohler wved r object  ntroducng evdence  t cvct  r drect exmnt,1213,54841,Ohler v. United States,Ohler,United States,0,1999,majority opinion
1257,Pro se petter Frederck W Buer s leve  proceed n m pers n t US Sre Ct  Rule 39 wth respect   pett  mndmus In Oct 1993 t Ct hd nvoked Rule 398  deny Buer n m pers sttus wth respect   pett  n extrdnry wrt Bee t 398 denl Buer hd fled three petts  certr nd fve petts  extrdnry wrts After t 398 denl Buer fled two petts  certr All eleven  Buer's prevous petts re deed frvolous  t Ct nd dened wth recded dssent,602,54848,In re Bauer,In re Bauer,,0,1999,per curiam
1258,"Sm Wrdlow  ws holdng n opque bg nexplcbly fled n re  Chcgo kn  vy nrcotcs trffckng fter notcng polce fcers n t re Wn fcers cught  wth   t street e spped  nd cducted  protectve pt-wn serch  ps cuse n  experence tre re usully ps n t vcnty  nrcotcs trnscts T fcers rrested Wrdlow fter dscng tht  ws crryng hndgun In  trl mot  spress t gun Wrdlow cld tht n der  sp n ndvdul sht  ctully rrestng t pers polce frst hd  pt  ""specfc resble nferences""  t sp ws necessry T Illnos trl ct dened t mot fndng tht t gun ws reced   lwful sp nd frsk Wrdlow ws cvcted  unlwful use   p   fel In reversng t Illnos Appellte Ct found tht t fcer  not hve resble suspc  mke t sp T Illnos Sre Ct ffrd determnng tht sudden flght n  hgh cr re es not crete  resble suspc justfyng  sp cuse flght  smply  n exercse  t rght  ""go  e's wy""",1198,54842,Illinois v. Wardlow,Illinois,Wardlow,1,1999,majority opinion
1259,An Tt Slck ws cvcted  secd-degree murder n Nevd In 1991 fter n unsuccessful drect ppel Slck fled  pett   wrt  hs cpus n federl ct In federl ct Slck ttempted  ltgte clms  hd not yet presented  t Nevd cts nd ws prevented  ng  Slck tree fled  mot  hold  federl pett n ynce whle  returned  stte ct  exhust  new clms T Federl Dstrct Ct dered t hs pett dsmssed nd grnted Slck leve  fle n pplct  renew   exhust  stte redes In 1995 fter unsuccessful stte post-cvct proceedngs Slck fled gn n t federl ct T stte moved  dsmss rgung tht Slck's pett rsed clms tht hd not en presented  t stte cts nd tht clms not rsed n Slck's 1991 federl pett hd   dsmssed s n buse  t wrt T Dstrct Ct grnted t stte's mot Slck tn fled  notce  ppel T ct dened Slck leve  ppel ccludng t ppel  rse no substntl ssue T Ct  Appels l dened Slck leve  ppel,1182,54845,Slack v. McDaniel,Slack,McDaniel,1,1999,majority opinion
1260,In 1952 Arz nvoked t US Sre Ct's gnl jursdct  relve  dspute wth Cln  t extent  ech stte's rght  use wter  t Col Rver T Unted Sttes ntervened seekng wter rghts  hlf  fve Indn reservts Culmntng n Arz I t Ct ld tht t Unted Sttes hd reserved wter rghts  t fve reservts In  1964 decree t Ct specfed t wter enttlents  t prtes nd t reservts  ld tht t wter rghts  t reservts   subject  djustnt n t event tht t reservts' dsputed boundres re fnlly determned Trefter n Arz II t Ct ccluded tht t reservts' boundres hd yet   determned Ultmtely t Quechn Tr (Tr)  t Ft Yum Indn Reservt nd t Unted Sttes entered n greent returnng lnd encompssng  25000 cres  dsputed boundry lnds not ttred  tht reservt n erler ltgt In 1983 t Ct  Clms csented  t settlent T Tr nd t Unted Sttes tn fled clms seekng ncresed wter rghts  t Ft Yum Reservt In 1989 t Ct grnted t mot  Arz Cln nd two muncpl wter dstrcts (Stte prtes)  reopen t 1964 decree  determne wtr t Ft Yum Reservt ws enttled  clm ddtl boundry lnds nd f  ddtl wter rghts T Stte prtes sserted tht t Ft Yum clms  t Tr nd t Unted Sttes re precluded  Arz I nd  t Clms Ct csent judgnt,1614,54843,Arizona v. California,Arizona,California,1,1999,majority opinion
1261,T Oho Cellulr Products Cpt (OCP) sued Adms USA Inc (Adms)  ptent nfrngent After t Dstrct Ct ruled n Adms' fv  dsmssng t sut Adms moted  ttney fees nd costs In grntng t mot t ct found tht Dld Nels  ws t ll relevnt ts presdent nd le shreholder  OCP hd cted n  wy tht csttuted nequtble cduct chrgeble  OCP Ferng t   unble  collect t wrd Adms moved  Rule 15  t Federl Rules  Cvl Procedure  nd ts pledng  dd Nels perslly s  prty  m fees   collected Addtlly Adms sked t ct  Rule 59(e)  nd t judgnt  mke Nels mdtely lble  t fee wrd T Dstrct Ct grnted t mot n full T Ct  Appels ffrd t decs smultneously mkng Nels  prty nd subjectng   judgent,926,54847,"Nelson v. Adams USA, Inc.",Nelson,"Adams USA, Inc.",1,1999,majority opinion
1262,"""Kndylnd"" operted  Pp's A M n Ere PA fetured tlly nude femle erotc dncng T cty councl encted n dnnce mkng t n fense  kngly  ntentlly pper n publc n  ""stte  nudty"" To comply wth t dnnce dncers hd  r t  mnmum ""pstes"" nd  ""G-strng"" Pp's fled sut gnst Ere seekng  permnent njunct gnst t dnnce's encent T Ct  Comm Ples struck wn t dnnce s uncsttutl  t Commlth Ct reversed In reversng t Pennsylvn Sre Ct found tht t dnnce's publc nudty sects volted Pp's rght  freem  express s protected  t Frst nd Fteenth Andnts T ct explned tht lthough e purpose  t dnnce ws  combt negtve secdry effects tre ws l n unnted purpose  ""mpct negtvely  t erotc ssge  t dnce"" Addtlly cuse t dnnce ws not ctent neutrl t ct subjected t  strct scrutny nd found tht t fled t nrrow tlng requrent    test After t US Sre Ct grnted certr Pp's fled  mot  dsmss t cse s moot notng tht Kndylnd no lger operted s  nude dncng club nd tht Pp's  not operte   club t ny otr loct T Ct dened t mot",1365,54844,City of Erie v. Pap's A.M.,City of Erie,Pap's A.M.,1,1999,majority opinion
1263,"After Terry Wllms ws cvcted  robry nd cptl murder;  punshnt ws fxed t deth In stte hs cpus proceedngs  judge determned tht  cvct ws vld Hover t judge l found tht Wllms' counsel's flure  dsc nd present sgnfcnt mtgtng evdence volted  rght  effectve counsel nd recomnded tht   re-sentenced Rejectng t t Vrgn Sre Ct ld tht Wllms hd not suffered suffcent prejudce  wrrnt relef In hs cpus proceedngs  t Antterrsm nd Effectve Deth Penlty Act  1996 (AEDPA)  federl trl judge l found tht t deth sentence ws csttutlly k  neffectve-ssstnce grounds T ct  t AEDPA ccluded tht t Vrgn Sre Ct's decs ""ws ctrry   nvolved n unresble pplct  clerly estblsd Federl lw s determned  t Sre Ct  t Unted Sttes"" In reversng t Ct  Appels determned tht t  not cclude tht t Vrgn Sre Ct's decs  prejudce ws n unresble pplct  stndrds estblsd  t Sre Ct",1174,54849,Williams v. Taylor,Williams,Taylor,1,1999,majority opinion
1264,"Durng questng b  robry  ws cnected  Chrles Dckers mde sttents  uthtes dmttng tht  ws t getwy drver n  seres  bnk robres Dckers ws tn plced  rrest T tmng   sttent s dsputed T FBI nd locl detectves testfed tht Dckers ws dvsed   Mrnd rghts estblsd n Mrnd v Arz nd wved tm e  mde  sttent Dckers sd  ws not red  Mrnd wrnngs untl fter  gve  sttent After  ndctnt  bnk robry Dckers fled  mot  spress t sttent tht  mde  t ground tht  hd not receved Mrnd wrnngs e ng nterrogted T gnnt rgued tht even f t Mrnd wrnngs re not red t sttent ws voluntry nd tree dmssble  18 USC Sect 3501 whch provdes tht "" cfess shll  dmssble n evdence f t s voluntrly gven"" T Dstrct Ct grnted Dckers's mot fndng tht  hd not en red  Mrnd rghts  sgned  wver untl fter  mde  sttent  t ct  not ddress sect 3501 In reversng t Ct  Appels cknowledged tht Dckers hd not receved Mrnd wrnngs  ld tht sect 3501 ws stsfed cuse  sttent ws voluntry T ct ld tht ""Cgress encted sect 3501 wth t express purpose  legsltvely rulng Mrnd nd restng voluntrness s t test  dmttng cfesss n federl ct""",1534,54850,Dickerson v. United States,Dickerson,United States,1,1999,majority opinion
1265,"In 1993 J Cstllo nd otr Brnch-Dvdns re nvolved n  volent cfrtt wth federl gents ner Wco Texs Cstllo ws ndcted  csprng  murder federl fcers A jury determned tht Cstllo  usng frerms n cnect wth t lleged csprcy hd volted 18 USC Sect 924(c)(1) whch red n relevnt prt: ""Whoever  nd n relt  ny cr  volence uses  crres  frerm shll n ddt  t punshnt provded   cr  sentenced  mprsnt  fve yers nd f t frerm s  mchnegun  mprsnt  thrty yers"" Durng sentencng t Dstrct Ct found tht Cstllo hd possessed mchneguns nd mposed t mndty 30-yer prs sentence On ppel t Cts  Appels remnded t cse  t Dstrct Ct   determnt  wtr Cstllo hd used rtr thn rely possessed mchneguns T ct l ccluded tht sttuty terms  s ""mchnegun""  not stte elents   cr seprte  tht  usng  frerm  nsted estblsd fcts enhncng  sentence nd tht t Dstrct Ct  rempose t 30-yer sentence f t found tht mchneguns hd en ctvely used T Dstrct Ct tn remposed t 30-yer sentence nd t Ct  Appels ffrd",1338,54854,Castillo v. United States,Castillo,United States,1,1999,majority opinion
1266,A Vrgn jury found Bob Rmdss gulty  murderng Mohmd Kyn  clerk n t 7-Eleven  ld  nd recomnded t deth sentence At t t  t sentencng phse   trl fnl judgnt hd en entered gnst Rmdss  n rd robry nd  hd en found gulty   secd rd robry  no fnl judgnt hd en entered Under Vrgn lw  cvct es not co fnl untl t jury returns  verdct nd t judge enters  fnl judgnt  cvct nd prounces sentence T Kyn judge pused nd scduled  future rng  csder wtr  mpose t recomnded sentence Durng t ntervl ten t jury trl nd t rng fnl judgnt hd en entered  t secd rd robry cvct At t sentencng rng n t cptl murder cse Rmdss n rgung   lfe sentence cld tht  pr cvcts mde  nelgble  prole  Vrgn's three-strkes lw T ct sentenced Rmdss  deth nd t Vrgn Sre Ct ffrd On remnd  t US Sre Ct t Vrgn Sre Ct gn ffrd t sentence  Rmdss' rgunt tht   hve en llod  nm t jury   prole nelgblty T ct declned  pply  prevous US Sre Ct holdng tht  jury csderng mposng deth   ld f t defendnt s prole nelgble  stte lw T ct ccluded tht Rmdss ws not prole nelgble wn t jury ws csderng  sentence cuse t secd rd robry n whch no fnl judgnt hd en entered  not count s  cvct  purposes  t three-strkes lw Ultmtely Rmdss s federl hs cpus relef T Dstrct Ct grnted  pett rulng tht t jury  hve en dvsed tht  ws nelgble  prole In reversng t Ct  Appels determned tht Rmdss ws not t t t   sentencng proceedngs leglly nelgble  prole,1994,54851,Ramdass v. Angelone,Ramdass,Angelone,0,1999,plurality opinion
1267,"T Unversty  Wscsn  publc unversty requres students  py n ctvty fee T fee spts vrous cmpus servces nd extrcurrculr student ctvtes ncludng t Future Fnncl Gurus  Arc; t Interntl Soclst Orgnzt; t College Democrts nd Republcns; nd t Arcn Cvl Lrtes Un Cmpus Chpter Scott Hrold Shwth fled sut gnst t Unversty llegng tht t fee volted  rghts  free speech free sct nd free exercse  t Frst Andnt Shwth rgued tht t Unversty must grnt  t choce not  fund regstered student gnzts (RSO) tht engge n poltcl nd deologcl express fensve   persl lefs In grntng Shwth judgnt t Federl Dstrct Ct ccluded tht t fee progrm compelled students  spt poltcl nd deologcl ctvtes wth whch ty dsgree n volt  tr Frst Andnt rghts  freem  speech nd sct T ct declred t fee progrm nvld nd enjed t Unversty  usng t fees  fund ny RSO enggng n poltcl  deologcl speech In ffrmng t Ct  Appels ccluded tht t fee progrm ws ""not germne  t Unversty's mss  not   vtl Unversty polcy nd mposed o much   burden  [Shwth's] free speech rghts""",1391,54852,"Board of Regents , University of Wisconsin System v. Southworth","Board of Regents , University of Wisconsin System",Southworth,1,1999,majority opinion
1268,After Ldlw Envrntl Servces Inc b  wstewter tretnt plnt t ws grnted  Ntl Pollutnt Dschrge Elmnt System (NPDES) permt T permt uthzed Ldlw  dschrge treted wter nd lmted pollutnts Ldlw's dschrge  rcury n t Nth Tyger Rver repetedly exceeded t lmts set  t permt Ultmtely Frends  t Erth nd otrs (FOE) fled  ctzen sut  t Clen Wter Act gnst Ldlw llegng ncomplnce wth t NPDES permt seekng njunctve relef nd n wrd  cvl penltes Ldlw moved  summry judgent  t ground tht FOE lcked stndng  brng t lwsut T Dstrct Ct dened t mot Ultmtely t Dstrct Ct found tht Ldlw volted t rcury dschrge lmtt In ssung ts judgnt t Dstrct Ct ccluded tht  cvl penlty  $405800   dequte  estll future volts gven tht Ldlw  hve  remburse t plntffs   sgnfcnt mount  legl fees nd hd tself ncurred sgnfcnt legl expenses T ct declned  der njunctve relef cuse Ldlw fter t lwsut gn hd cheved substntl complnce wth t terms  ts permt FOE ppeled  t mount  t Dstrct Ct's cvl penlty judgnt   not ppel t denl  declrty  njunctve relef T Ct  Appels dered t cse   dsmssed T ppellte ct ld tht t cse hd co moot ce Ldlw compled wth t terms  ts permt T ct resed tht t ly redy currently vlble  FOE cvl penltes pyble  t Gnnt  not redress ny njury FOE hd suffered,1706,54853,"Friends of the Earth, Inc. v. Laidlaw Environmental Services (TOC), Inc.","Friends of the Earth, Inc.","Laidlaw Environmental Services (TOC), Inc.",1,1999,majority opinion
1269,"In 1996 Cgress encted t Communcts Decency Act  whch sect 505 requred tht cble operts provdng chnnels ""prmrly dedcted  sexully-ented progrmmng"" etr  ""fully scrmble  otrwse fully block""  chnnels   brodcst  chnnels  t ""sfe-hrb"" hs  10 pm  6 m - ts wn ng chldren re unlkely   wtchng T purpose  sect 505 ws  protect n-subscrrs nd tr chldren  ""sgnl bleed""  wn udo nd vsul pts  t scrmbled progrms mght  rd  seen In Februry 1996 Plyboy Entertnnt Gro Inc fled sut chllengng sect 505's csttutlty A three-judge Dstrct Ct pnel found tht sect 505's ctent-bsed restrct  speech volted t Frst Andnt cuse t Gnnt mght  ts nterests n less restrctve wys T ct l found tht t Act provded   less restrctve lterntve thn sect 505 n tht sect 504 stted tht cble operts hd n oblgt  block chnnels t  cust's request",1099,54855,"United States v. Playboy Entertainment Group, Inc.",United States,"Playboy Entertainment Group, Inc.",0,1999,majority opinion
1270,"Letrmn Tool Gro Inc mnufctures  multfunct pocket ol t Pocket Survvl Tool (PST) In 1996 Cooper Industres Inc used phogrphs   modfed PST  ntroduce  competng ol t ToolZll T phogrphs re used n posters pckgng nd dvertsng mterls Subsequently Letrmn fled n ct ssertng clms  trde-dress nfrngent unfr compett nd flse dvertsng  t Trdemrk Act  1946 (Lnhm Act) Ultmtely  trl jury wrded Letrmn $50000 n compensty dmges nd $45 mll n puntve dmges T Dstrct Ct tn entered judgnt rejectng Cooper's rgunt tht t puntve dmges re grossly excessve In ffrmng t Ct  Appels usng n ""buse  dscret"" stndrd ccluded tht t Dstrct Ct  not buse ts dscret n declnng  reduce t wrd",882,54857,"Cooper Industries, Inc. v. Leatherman Tool Group, Inc.","Cooper Industries, Inc.","Leatherman Tool Group, Inc.",1,2000,majority opinion
1271,"Under t Hrmzed Trff Scdule  t Unted Sttes t Unted Sttes Cusms Servce s uthzed  clssfy nd fx t rte  duty  mpts  rules nd regults ssued  t Secretry  t Tresury Under t Secretry's regults ny pt--entry Cusms fce nd t Cusms Hedqurters Offce  ssue ""rulng letters"" settng trff clssfcts  prtculr mpts T Med Cpt's mpted ""dy plnners"" re clssfed s duty-free untl t Cusms Hedqurters ssued  rulng letter clssfyng tm s bound dres subject  trff Subsequently Med fled sut n t Ct  Interntl Trde T ct grnted t Gnnt summry judgnt In reversng t Ct  Appels found tht rulng letters  not  treted lke Cusms regults whch receve t hgst level  deference cuse ty re not preceded  notce nd comnt s  t Admnstrtve Procedure Act  not crry t ce  lw nd re not ntended  clrfy mpters's rghts nd oblgts yd t specfc cse T ct gve no deference t ll  t rulng letter t ssue",1159,54856,United States v. Mead Corporation,United States,Mead Corporation,0,2000,majority opinion
